欄位編號,表格名稱,表格中文名稱,欄位名稱,欄位中文名稱,欄位定義說明,資料當責單位,欄位資料型態,欄位類型,Primary Key,KDE關鍵指標,必填/非必填,Business_Group,Technical_Data
70,M_RF_SN,結構型商品資料檔,LINK_STOCK3_URATE,上限價3,上限價3，相關商品為境內結構型_台幣、境內結構型_外幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;上限價3,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK3_URATE
71,M_RF_SN,結構型商品資料檔,LINK_STOCK1_LRATE,下限價1,下限價1，相關商品為境內結構型_台幣、境內結構型_外幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;下限價1,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK1_LRATE
72,M_RF_SN,結構型商品資料檔,LINK_STOCK2_LRATE,下限價2,下限價2，相關商品為境內結構型_台幣、境內結構型_外幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;下限價2,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK2_LRATE
73,M_RF_SN,結構型商品資料檔,LINK_STOCK3_LRATE,下限價3,下限價3，相關商品為境內結構型_台幣、境內結構型_外幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;下限價3,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK3_LRATE
74,M_RF_SN,結構型商品資料檔,LINK_STOCK1_OUT_PRICE,記憶出場價1,記憶出場價1，相關商品為境內結構型_台幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;記憶出場價1,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK1_OUT_PRICE
75,M_RF_SN,結構型商品資料檔,LINK_STOCK2_OUT_PRICE,記憶出場價2,記憶出場價2，相關商品為境內結構型_台幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;記憶出場價2,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK2_OUT_PRICE
76,M_RF_SN,結構型商品資料檔,LINK_STOCK3_OUT_PRICE,記憶出場價3,記憶出場價3，相關商品為境內結構型_台幣,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;記憶出場價3,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK3_OUT_PRICE
77,M_RF_SN,結構型商品資料檔,LINK_STOCK1_NAME,連結標的名稱1,連結標的名稱1,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;連結標的名稱1,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK1_NAME
78,M_RF_SN,結構型商品資料檔,LINK_STOCK2_NAME,連結標的名稱2,連結標的名稱2,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;連結標的名稱2,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK2_NAME
79,M_RF_SN,結構型商品資料檔,LINK_STOCK3_NAME,連結標的名稱3,連結標的名稱3,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;連結標的名稱3,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK3_NAME
80,M_RF_SN,結構型商品資料檔,LINK_STOCK4_NAME,連結標的名稱4,連結標的名稱4,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;連結標的名稱4,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK4_NAME
81,M_RF_SN,結構型商品資料檔,LINK_STOCK5_NAME,連結標的名稱5,連結標的名稱5,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;連結標的名稱5,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK5_NAME
82,M_RF_SN,結構型商品資料檔,LINK_STOCK4_STRIKE_PRICE,執行/履約價格4,履約價4,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;執行/履約價格4,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK4_STRIKE_PRICE
83,M_RF_SN,結構型商品資料檔,LINK_STOCK5_STRIKE_PRICE,執行/履約價格5,履約價5,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;執行/履約價格5,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK5_STRIKE_PRICE
84,M_RF_SN,結構型商品資料檔,LINK_STOCK4_URATE,上限/觸發價格4,上限價4,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;上限/觸發價格4,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK4_URATE
85,M_RF_SN,結構型商品資料檔,LINK_STOCK5_URATE,上限/觸發價格5,上限價5,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;上限/觸發價格5,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK5_URATE
86,M_RF_SN,結構型商品資料檔,LINK_STOCK4_LRATE,下限價4,下限價4,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;下限價4,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK4_LRATE
87,M_RF_SN,結構型商品資料檔,LINK_STOCK5_LRATE,下限價5,下限價5,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;下限價5,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK5_LRATE
88,M_RF_SN,結構型商品資料檔,LINK_STOCK4_OUT_PRICE,記憶出場價4,記憶出場價4,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;記憶出場價4,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK4_OUT_PRICE
89,M_RF_SN,結構型商品資料檔,LINK_STOCK5_OUT_PRICE,記憶出場價5,記憶出場價5,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;記憶出場價5,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK5_OUT_PRICE
90,M_RF_SN,結構型商品資料檔,LINK_STOCK1_EXP_CLOSING_PRICE,到期收盤價1,到期收盤價1,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;到期收盤價1,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK1_EXP_CLOSING_PRICE
91,M_RF_SN,結構型商品資料檔,LINK_STOCK2_EXP_CLOSING_PRICE,到期收盤價2,到期收盤價2,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;到期收盤價2,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK2_EXP_CLOSING_PRICE
92,M_RF_SN,結構型商品資料檔,LINK_STOCK3_EXP_CLOSING_PRICE,到期收盤價3,到期收盤價3,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;到期收盤價3,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK3_EXP_CLOSING_PRICE
93,M_RF_SN,結構型商品資料檔,LINK_STOCK4_EXP_CLOSING_PRICE,到期收盤價4,到期收盤價4,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;到期收盤價4,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK4_EXP_CLOSING_PRICE
94,M_RF_SN,結構型商品資料檔,LINK_STOCK5_EXP_CLOSING_PRICE,到期收盤價5,到期收盤價5,財管商品部,Num,數字,非PK,,,主數據庫;類別參照;結構型商品資料檔;到期收盤價5,fbsods;mdm_sec;MDM_SEC;M_RF_SN;LINK_STOCK5_EXP_CLOSING_PRICE
95,M_RF_SN,結構型商品資料檔,KNOCK_OUT_CODE,觸及上限價比價頻率代碼,001 無 / 002 每日記憶 / 003 每月記憶,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;觸及上限價比價頻率代碼,fbsods;mdm_sec;MDM_SEC;M_RF_SN;KNOCK_OUT_CODE
96,M_RF_SN,結構型商品資料檔,KNOCK_OUT_DESC,觸及上限價比價頻率說明,001 無 / 002 每日記憶 / 003 每月記憶,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;觸及上限價比價頻率說明,fbsods;mdm_sec;MDM_SEC;M_RF_SN;KNOCK_OUT_DESC
97,M_RF_SN,結構型商品資料檔,KNOCK_IN_CODE,觸及下限價比價頻率代碼,001 無 / 002 AKI / 003 EKI,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;觸及下限價比價頻率代碼,fbsods;mdm_sec;MDM_SEC;M_RF_SN;KNOCK_IN_CODE
98,M_RF_SN,結構型商品資料檔,KNOCK_IN_DESC,觸及下限價比價頻率說明,001 無 / 002 AKI / 003 EKI,財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;觸及下限價比價頻率說明,fbsods;mdm_sec;MDM_SEC;M_RF_SN;KNOCK_IN_DESC
99,M_RF_SN,結構型商品資料檔,DIV_GUARANTEED_PERIODS,保障配息天期(單位為月),保障配息天期(單位為月),財管商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;結構型商品資料檔;保障配息天期(單位為月),fbsods;mdm_sec;MDM_SEC;M_RF_SN;DIV_GUARANTEED_PERIODS
1,M_RF_STOCK,股票商品資料檔,SNAP_DATE,資料日期,資料更新之日期,經紀商品部,DATE,日期,非PK,,,主數據庫;類別參照;股票商品資料檔;資料日期,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;SNAP_DATE
2,M_RF_STOCK,股票商品資料檔,SNAP_YYYYMM,資料年月(YYYYMM),資料更新之西元年月,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;資料年月(YYYYMM),fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;SNAP_YYYYMM
3,M_RF_STOCK,股票商品資料檔,STOCK_PROD_ID,股票投資標的編號,股票投資標的代號+交易所別,經紀商品部,Varchar,變動字串,PK,,,主數據庫;類別參照;股票商品資料檔;股票投資標的編號,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;STOCK_PROD_ID
4,M_RF_STOCK,股票商品資料檔,PROD_TYPE_CODE,帳戶類別,100 台股 / 200 複委託,經紀商品部,Varchar,變動字串,PK,,,主數據庫;類別參照;股票商品資料檔;帳戶類別,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_TYPE_CODE
5,M_RF_STOCK,股票商品資料檔,PROD_TYPE_DESC,帳戶類別說明,100 台股 / 200 複委託,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;帳戶類別說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_TYPE_DESC
6,M_RF_STOCK,股票商品資料檔,PROD_CODE,投資標的代碼,股票代碼,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;投資標的代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_CODE
7,M_RF_STOCK,股票商品資料檔,PROD_ABBR_NAME,投資標的簡稱,投資標的簡稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;投資標的簡稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_ABBR_NAME
8,M_RF_STOCK,股票商品資料檔,PROD_FULL_NAME,投資標的全名,投資標的全名,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;投資標的全名,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_FULL_NAME
9,M_RF_STOCK,股票商品資料檔,ISIN_CODE,國際證券識別碼,國際證券識別碼,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;國際證券識別碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;ISIN_CODE
10,M_RF_STOCK,股票商品資料檔,PROD_MTYPE_CODE,商品類別,110 一般台股 / 210 海外股票,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;商品類別,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_MTYPE_CODE
11,M_RF_STOCK,股票商品資料檔,PROD_MTYPE_DESC,商品類別說明,110 一般台股 / 210 海外股票,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;商品類別說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_MTYPE_DESC
12,M_RF_STOCK,股票商品資料檔,UPPER_CMPY_CODE,上手券商代碼,上手券商代碼,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;上手券商代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;UPPER_CMPY_CODE
13,M_RF_STOCK,股票商品資料檔,UPPER_CMPY_ABBR_NAME,上手券商簡稱,上手券商簡稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;上手券商簡稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;UPPER_CMPY_ABBR_NAME
14,M_RF_STOCK,股票商品資料檔,UPPER_CMPY_FULL_NAME,上手券商全稱,上手券商全稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;上手券商全稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;UPPER_CMPY_FULL_NAME
15,M_RF_STOCK,股票商品資料檔,EXCHG_CODE,交易所別,交易所別,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;交易所別,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;EXCHG_CODE
16,M_RF_STOCK,股票商品資料檔,EXCHG_ABBR_NAME,交易所簡稱,交易所簡稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;交易所簡稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;EXCHG_ABBR_NAME
17,M_RF_STOCK,股票商品資料檔,EXCHG_FULL_NAME,交易所全稱,交易所全稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;交易所全稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;EXCHG_FULL_NAME
18,M_RF_STOCK,股票商品資料檔,COUNTRY_CODE,國別代碼,國別代碼,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;國別代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;COUNTRY_CODE
19,M_RF_STOCK,股票商品資料檔,COUNTRY_ABBR_NAME,國別簡稱,國別簡稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;國別簡稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;COUNTRY_ABBR_NAME
20,M_RF_STOCK,股票商品資料檔,COUNTRY_FULL_NAME,國別全名,國別全名,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;國別全名,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;COUNTRY_FULL_NAME
21,M_RF_STOCK,股票商品資料檔,CURRENCY_CODE,幣別,股票交割之幣別,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;幣別,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;CURRENCY_CODE
22,M_RF_STOCK,股票商品資料檔,CURRENCY_NAME,幣別名稱,股票交割之幣別名稱,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;幣別名稱,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;CURRENCY_NAME
23,M_RF_STOCK,股票商品資料檔,CAPITAL_AMT,資本額(元),資本額(元),經紀商品部,Num,數字,非PK,,,主數據庫;類別參照;股票商品資料檔;資本額(元),fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;CAPITAL_AMT
24,M_RF_STOCK,股票商品資料檔,ISSUE_DATE,發行日期,發行日期,經紀商品部,DATE,日期,非PK,,,主數據庫;類別參照;股票商品資料檔;發行日期,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;ISSUE_DATE
25,M_RF_STOCK,股票商品資料檔,DEL_DATE,下市日期,下市日期,經紀商品部,DATE,日期,非PK,,,主數據庫;類別參照;股票商品資料檔;下市日期,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;DEL_DATE
26,M_RF_STOCK,股票商品資料檔,DEL_REASON_CODE,下市原因代碼,001 合併消滅 / 002 終止交易,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;下市原因代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;DEL_REASON_CODE
27,M_RF_STOCK,股票商品資料檔,DEL_REASON_DESC,下市原因說明,001 合併消滅 / 002 終止交易,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;下市原因說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;DEL_REASON_DESC
28,M_RF_STOCK,股票商品資料檔,STOP_TRADING_CODE,停止交易註記,001 停止交易 / 001 減資期間 / 002 停止網路 / 002 合併消滅 / 003 停止人工 / 003 暫停交易 / 004 停止買進 / 004 終止交易 / NULL ,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;停止交易註記,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;STOP_TRADING_CODE
29,M_RF_STOCK,股票商品資料檔,STOP_TRADING_DESC,停止交易說明,001 減資期間 / 002 合併消滅 / 003 暫停交易 / 004 終止交易,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;停止交易說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;STOP_TRADING_DESC
30,M_RF_STOCK,股票商品資料檔,STOCK_TYPE_CODE,股票類別代碼,001 集中股票 / 002 櫃檯股票 / 003 興櫃股票 / 004 外國股票,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;股票類別代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;STOCK_TYPE_CODE
31,M_RF_STOCK,股票商品資料檔,STOCK_TYPE_DESC,股票類別說明,001 集中股票 / 002 櫃檯股票 / 003 興櫃股票 / 004 外國股票,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;股票類別說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;STOCK_TYPE_DESC
32,M_RF_STOCK,股票商品資料檔,TRADING_TYPE_CODE,交易型別代碼,001 一般股票 / 002 全額股票 / 003 分盤股票 / 004 倍數交易 / 005 大於交易,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;交易型別代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;TRADING_TYPE_CODE
33,M_RF_STOCK,股票商品資料檔,TRADING_TYPE_DESC,交易型別說明,001 一般股票 / 002 全額股票 / 003 分盤股票 / 004 倍數交易 / 005 大於交易,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;交易型別說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;TRADING_TYPE_DESC
34,M_RF_STOCK,股票商品資料檔,PROD_STYPE_CODE,商品類別(小),011 一般股票 / 012 認股權證 / 013 ADR / 014 GDR / 015 存託憑證TDR / 017 其他有價證券 / 018 特別股票 / 019 股票ETF / 01A 受益證券 / 01B ETN / 01C 公司債,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;商品類別(小),fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_STYPE_CODE
35,M_RF_STOCK,股票商品資料檔,PROD_STYPE_DESC,商品類別(小)說明,011 一般股票 / 012 認股權證 / 013 ADR / 014 GDR / 015 存託憑證TDR / 017 其他有價證券 / 018 特別股票 / 019 股票ETF / 01A 受益證券 / 01B ETN / 01C 公司債,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;商品類別(小)說明,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;PROD_STYPE_DESC
36,M_RF_STOCK,股票商品資料檔,IDU_TYPE_CODE,產業類別代碼,"台股
00 無區分產業類別 / 01 水泥工業 / 02 食品工業 / 03 塑膠工業 / 04 紡織纖維 / 05 電機機械 / 06 電器電纜 / 07 化學生技醫療(舊分類) / 08 玻璃陶瓷 / 09 造紙工業 / 10 鋼鐵工業 / 11 橡膠工業 / 12 汽車工業 / 13 電子工業(舊分類) / 14 建材營造 / 15 航運業 / 16 觀光事業 / 17 金融保險 / 18 貿易百貨 / 20 其他 / 21 化學工業 / 22 生技醫療 / 23 油電燃氣 / 24 半導體業 / 25 電腦週邊 / 26 光電業 / 27 通信網路 / 28 電子零件 / 29 電子通路 / 30 資訊服務 / 31 其他電子 / 32 文化創意業 / 33 農業科技 / 34 電子商務 / 61 建材營造(舊分類) / 62 紡織纖維(舊分類) / 80 管理股票
海外股
10 基礎工業/15 資本財/20 耐用消費品/25 非耐用消費品/30 消費者服務/35 能源/40 金融/45 健康醫療/50 其他/55 公用事業/60 科技/65 運輸",經紀商品部,Varchar,變動字串,非PK,,,主數據庫;類別參照;股票商品資料檔;產業類別代碼,fbsods;mdm_sec;MDM_SEC;M_RF_STOCK;IDU_TYPE_CODE
